Nr;Dzien;Godzina;Temperatura
1635;30.11.2022;05:45;0.8
1636;30.11.2022;05:57;0.7
1637;30.11.2022;06:09;0.6
1638;30.11.2022;06:21;0.6
1639;30.11.2022;06:33;0.8
1640;30.11.2022;06:45;0.9
1641;30.11.2022;06:57;0.8
1642;30.11.2022;07:09;0.9
1643;30.11.2022;07:21;1
1644;30.11.2022;07:33;1.1
1645;30.11.2022;07:45;0.9
1646;30.11.2022;07:57;0.8
1647;30.11.2022;08:09;0.8
1648;30.11.2022;08:21;0.7
1649;30.11.2022;08:33;0.8
1650;30.11.2022;08:45;0.9
1651;30.11.2022;08:57;1
1652;30.11.2022;09:09;1.2
1653;30.11.2022;09:21;1.3
1654;30.11.2022;09:33;1.3
1655;30.11.2022;09:45;1.2
1656;30.11.2022;09:57;1.1
1657;30.11.2022;10:09;1.1
1658;30.11.2022;10:21;0.9
1659;30.11.2022;10:33;1
1660;30.11.2022;10:45;1.1
1661;30.11.2022;10:57;0.9
1662;30.11.2022;11:09;0.8
1663;30.11.2022;11:21;0.8
1664;30.11.2022;11:33;0.7
1665;30.11.2022;11:45;0.9
1666;30.11.2022;11:57;1.1
1667;30.11.2022;12:09;0.9
1668;30.11.2022;12:21;0.7
1669;30.11.2022;12:33;0.8
1670;30.11.2022;12:45;0.7
1671;30.11.2022;12:57;0.6
1672;30.11.2022;13:09;0.8
1673;30.11.2022;13:21;0.9
1674;30.11.2022;13:33;1.1
1675;30.11.2022;13:45;1
1676;30.11.2022;13:57;1.2
1677;30.11.2022;14:09;1.3
1678;30.11.2022;14:21;1.1
1679;30.11.2022;14:33;1.2
1680;30.11.2022;14:45;1.2
1681;30.11.2022;14:57;1.1
1682;30.11.2022;15:09;0.9
1683;30.11.2022;15:21;1
1684;30.11.2022;15:33;1.2
1685;30.11.2022;15:45;1
1686;30.11.2022;15:57;0.8
1687;30.11.2022;16:09;0.8
1688;30.11.2022;16:21;0.9
1689;30.11.2022;16:33;1
1690;30.11.2022;16:45;1
1691;30.11.2022;16:57;1.1
1692;30.11.2022;17:09;1.2
1693;30.11.2022;17:21;1.1
1694;30.11.2022;17:33;0.9
1695;30.11.2022;17:45;1
1696;30.11.2022;17:57;0.8
1697;30.11.2022;18:09;1
1698;30.11.2022;18:21;0.9
1699;30.11.2022;18:33;1.1
1700;30.11.2022;18:45;1.2
1701;30.11.2022;18:57;1
1702;30.11.2022;19:09;1.2
1703;30.11.2022;19:21;1.3
1704;30.11.2022;19:33;1.3
1705;30.11.2022;19:45;1.1
1706;30.11.2022;19:57;0.9
1707;30.11.2022;20:09;1
1708;30.11.2022;20:21;1
1709;30.11.2022;20:33;0.9
1710;30.11.2022;20:45;1.1
1711;30.11.2022;20:57;1.2
1712;30.11.2022;21:09;1.1
1713;30.11.2022;21:21;1.3
1714;30.11.2022;21:33;1.4
1715;30.11.2022;21:45;1.3
1716;30.11.2022;21:57;1.2
1717;30.11.2022;22:09;1.2
1718;30.11.2022;22:21;1.1
1719;30.11.2022;22:33;1.3
1720;30.11.2022;22:45;1.2
1721;30.11.2022;22:57;1.4
1722;30.11.2022;23:09;1.3
1723;30.11.2022;23:21;1.3
1724;30.11.2022;23:33;1.2
1725;30.11.2022;23:45;1.3
1726;30.11.2022;23:57;1.4
1727;01.12.2022;00:09;1.4
1728;01.12.2022;00:21;1.3
1729;01.12.2022;00:33;1.4
1730;01.12.2022;00:45;1.5
1731;01.12.2022;00:57;1.6
1732;01.12.2022;01:09;1.5
1733;01.12.2022;01:21;1.4
1734;01.12.2022;01:33;1.5
1735;01.12.2022;01:45;1.6
1736;01.12.2022;01:57;1.7
1737;01.12.2022;02:09;1.6
1738;01.12.2022;02:21;1.7
1739;01.12.2022;02:33;1.8
1740;01.12.2022;02:45;1.8
1741;01.12.2022;02:57;1.6
1742;01.12.2022;03:09;1.7
1743;01.12.2022;03:21;1.5
1744;01.12.2022;03:33;1.6
1745;01.12.2022;03:45;1.4
1746;01.12.2022;03:57;1.3
1747;01.12.2022;04:09;1.3
1748;01.12.2022;04:21;1.5
1749;01.12.2022;04:33;1.3
1750;01.12.2022;04:45;1.4
1751;01.12.2022;04:57;1.3
1752;01.12.2022;05:09;1.4
1753;01.12.2022;05:21;1.3
1754;01.12.2022;05:33;1.2
1755;01.12.2022;05:45;1.1
1756;01.12.2022;05:57;1.1
1757;01.12.2022;06:09;1.3
1758;01.12.2022;06:21;1.4
1759;01.12.2022;06:33;1.3
1760;01.12.2022;06:45;1.1
1761;01.12.2022;06:57;1.2
1762;01.12.2022;07:09;0.9
1763;01.12.2022;07:21;1.1
1764;01.12.2022;07:33;1.2
1765;01.12.2022;07:45;1.3
1766;01.12.2022;07:57;1.2
1767;01.12.2022;08:09;1.2
1768;01.12.2022;08:21;1.1
1769;01.12.2022;08:33;1.1
1770;01.12.2022;08:45;1.3
1771;01.12.2022;08:57;1.2
1772;01.12.2022;09:09;1.1
1773;01.12.2022;09:21;1.1
1774;01.12.2022;09:33;1.3
1775;01.12.2022;09:45;1.2
1776;01.12.2022;09:57;1.1
1777;01.12.2022;10:09;1.2
1778;01.12.2022;10:21;1.1
1779;01.12.2022;10:33;1
1780;01.12.2022;10:45;0.9
1781;01.12.2022;10:57;0.7
1782;01.12.2022;11:09;0.7
1783;01.12.2022;11:21;0.8
1784;01.12.2022;11:33;0.9
1785;01.12.2022;11:45;1
1786;01.12.2022;11:57;1.1
1787;01.12.2022;12:09;1
1788;01.12.2022;12:21;0.8
1789;01.12.2022;12:33;0.7
1790;01.12.2022;12:45;0.7
1791;01.12.2022;12:57;0.9
1792;01.12.2022;13:09;0.8
1793;01.12.2022;13:21;1
1794;01.12.2022;13:33;1.1
1795;01.12.2022;13:45;1
1796;01.12.2022;13:57;1.2
1797;01.12.2022;14:09;1.3
1798;01.12.2022;14:21;1.1
1799;01.12.2022;14:33;1.2
1800;01.12.2022;14:45;1.2
1801;01.12.2022;14:57;1.1
1802;01.12.2022;15:09;0.9
1803;01.12.2022;15:21;1
1804;01.12.2022;15:33;1.2
1805;01.12.2022;15:45;1
1806;01.12.2022;15:57;0.8
1807;01.12.2022;16:09;0.8
1808;01.12.2022;16:21;0.9
1809;01.12.2022;16:33;0.7
1810;01.12.2022;16:45;0.6
1811;01.12.2022;16:57;0.8
1812;01.12.2022;17:09;0.7
1813;01.12.2022;17:21;0.5
1814;01.12.2022;17:33;0.5
1815;01.12.2022;17:45;0.7
1816;01.12.2022;17:57;0.8
1817;01.12.2022;18:09;1
1818;01.12.2022;18:21;0.9
1819;01.12.2022;18:33;1.1
1820;01.12.2022;18:45;1.2
1821;01.12.2022;18:57;1
1822;01.12.2022;19:09;1.2
1823;01.12.2022;19:21;1.3
1824;01.12.2022;19:33;1.3
1825;01.12.2022;19:45;1.1
1826;01.12.2022;19:57;0.9
1827;01.12.2022;20:09;1
1828;01.12.2022;20:21;1
1829;01.12.2022;20:33;0.9
1830;01.12.2022;20:45;1.1
1831;01.12.2022;20:57;1.2
1832;01.12.2022;21:09;1.1
1833;01.12.2022;21:21;1.3
1834;01.12.2022;21:33;1.4
1835;01.12.2022;21:45;1.3
1836;01.12.2022;21:57;1.2
1837;01.12.2022;22:09;1.2
1838;01.12.2022;22:21;1.1
1839;01.12.2022;22:33;1.3
1840;01.12.2022;22:45;1.2
1841;01.12.2022;22:57;1.4
1842;01.12.2022;23:09;1.3
1843;01.12.2022;23:21;1.3
1844;01.12.2022;23:33;1.2
1845;01.12.2022;23:45;1.3
1846;01.12.2022;23:57;1.2
1847;02.12.2022;00:09;1.1
1848;02.12.2022;00:21;1.1
1849;02.12.2022;00:33;1
1850;02.12.2022;00:45;1
1851;02.12.2022;00:57;1
1852;02.12.2022;01:09;1.2
1853;02.12.2022;01:21;1.1
1854;02.12.2022;01:33;1.1
1855;02.12.2022;01:45;1.2
1856;02.12.2022;01:57;1
1857;02.12.2022;02:09;0.9
1858;02.12.2022;02:21;1
1859;02.12.2022;02:33;1.1
1860;02.12.2022;02:45;1
1861;02.12.2022;02:57;0.9
1862;02.12.2022;03:09;1.1
1863;02.12.2022;03:21;1.1
1864;02.12.2022;03:33;1.3
1865;02.12.2022;03:45;1.4
1866;02.12.2022;03:57;1.3
1867;02.12.2022;04:09;1.3
1868;02.12.2022;04:21;1.5
1869;02.12.2022;04:33;1.4
1870;02.12.2022;04:45;1.5
1871;02.12.2022;04:57;1.5
1872;02.12.2022;05:09;1.4
1873;02.12.2022;05:21;1.3
1874;02.12.2022;05:33;1.4
1875;02.12.2022;05:45;1.5
1876;02.12.2022;05:57;1.5
1877;02.12.2022;06:09;1.4
1878;02.12.2022;06:21;1.4
1879;02.12.2022;06:33;1.3
1880;02.12.2022;06:45;1.1
1881;02.12.2022;06:57;1.2
1882;02.12.2022;07:09;0.9
1883;02.12.2022;07:21;1.1
1884;02.12.2022;07:33;1.2
1885;02.12.2022;07:45;1.3
1886;02.12.2022;07:57;1.2
1887;02.12.2022;08:09;1.2
1888;02.12.2022;08:21;1.1
1889;02.12.2022;08:33;1.1
1890;02.12.2022;08:45;1.3
1891;02.12.2022;08:57;1.2
1892;02.12.2022;09:09;1.4
1893;02.12.2022;09:21;1.4
1894;02.12.2022;09:33;1.3
1895;02.12.2022;09:45;1.3
1896;02.12.2022;09:57;1.2
1897;02.12.2022;10:09;1.3
1898;02.12.2022;10:21;1.2
1899;02.12.2022;10:33;1.1
1900;02.12.2022;10:45;1.1
1901;02.12.2022;10:57;1.1
1902;02.12.2022;11:09;1.2
1903;02.12.2022;11:21;1.3
1904;02.12.2022;11:33;1.2
1905;02.12.2022;11:45;1.1
1906;02.12.2022;11:57;1
1907;02.12.2022;12:09;1.1
1908;02.12.2022;12:21;1
1909;02.12.2022;12:33;0.9
1910;02.12.2022;12:45;1.1
1911;02.12.2022;12:57;1.2
1912;02.12.2022;13:09;1.3
1913;02.12.2022;13:21;1.2
1914;02.12.2022;13:33;1.2
1915;02.12.2022;13:45;1
1916;02.12.2022;13:57;0.9
1917;02.12.2022;14:09;0.9
1918;02.12.2022;14:21;0.8
1919;02.12.2022;14:33;0.7
1920;02.12.2022;14:45;0.8
1921;02.12.2022;14:57;0.9
1922;02.12.2022;15:09;1
1923;02.12.2022;15:21;0.8
1924;02.12.2022;15:33;0.8
1925;02.12.2022;15:45;0.7
1926;02.12.2022;15:57;0.7
1927;02.12.2022;16:09;0.8
1928;02.12.2022;16:21;0.6
1929;02.12.2022;16:33;0.7
1930;02.12.2022;16:45;0.6
1931;02.12.2022;16:57;0.8
1932;02.12.2022;17:09;0.7
1933;02.12.2022;17:21;0.5
1934;02.12.2022;17:33;0.5
1935;02.12.2022;17:45;0.4
1936;02.12.2022;17:57;0.5
1937;02.12.2022;18:09;0.4
1938;02.12.2022;18:21;0.6
1939;02.12.2022;18:33;0.7
1940;02.12.2022;18:45;0.8
1941;02.12.2022;18:57;0.9
1942;02.12.2022;19:09;1
1943;02.12.2022;19:21;0.9
1944;02.12.2022;19:33;0.7
1945;02.12.2022;19:45;0.8
1946;02.12.2022;19:57;0.9
1947;02.12.2022;20:09;1
1948;02.12.2022;20:21;1
1949;02.12.2022;20:33;0.9
1950;02.12.2022;20:45;1.1
1951;02.12.2022;20:57;1.2
1952;02.12.2022;21:09;1.1
1953;02.12.2022;21:21;1
1954;02.12.2022;21:33;0.9
1955;02.12.2022;21:45;0.8
1956;02.12.2022;21:57;0.8
1957;02.12.2022;22:09;0.9
1958;02.12.2022;22:21;0.7
1959;02.12.2022;22:33;0.8
1960;02.12.2022;22:45;0.9
1961;02.12.2022;22:57;1
1962;02.12.2022;23:09;1.1
1963;02.12.2022;23:21;1.2
1964;02.12.2022;23:33;1.2
1965;02.12.2022;23:45;1.3
1966;02.12.2022;23:57;1.2
1967;03.12.2022;00:09;1.4
1968;03.12.2022;00:21;1.5
1969;03.12.2022;00:33;1.4
1970;03.12.2022;00:45;1.5
1971;03.12.2022;00:57;1.5
1972;03.12.2022;01:09;1.6
1973;03.12.2022;01:21;1.5
1974;03.12.2022;01:33;1.4
1975;03.12.2022;01:45;1.3
1976;03.12.2022;01:57;1.2
1977;03.12.2022;02:09;1.1
1978;03.12.2022;02:21;1.1
1979;03.12.2022;02:33;1.2
1980;03.12.2022;02:45;1
1981;03.12.2022;02:57;0.9
1982;03.12.2022;03:09;0.9
1983;03.12.2022;03:21;1
1984;03.12.2022;03:33;0.8
1985;03.12.2022;03:45;0.8
1986;03.12.2022;03:57;0.6
1987;03.12.2022;04:09;0.7
1988;03.12.2022;04:21;0.6
1989;03.12.2022;04:33;0.5
1990;03.12.2022;04:45;0.5
1991;03.12.2022;04:57;0.4
1992;03.12.2022;05:09;0.3
1993;03.12.2022;05:21;0.4
1994;03.12.2022;05:33;0.5
1995;03.12.2022;05:45;0.3
1996;03.12.2022;05:57;0.4
1997;03.12.2022;06:09;0.3
1998;03.12.2022;06:21;0.4
1999;03.12.2022;06:33;0.4
2000;03.12.2022;06:45;0.5
2001;03.12.2022;06:57;0.6
2002;03.12.2022;07:09;0.6
2003;03.12.2022;07:21;0.5
2004;03.12.2022;07:33;0.7
2005;03.12.2022;07:45;0.6
2006;03.12.2022;07:57;0.7
2007;03.12.2022;08:09;0.7
2008;03.12.2022;08:21;0.6
2009;03.12.2022;08:33;0.8
2010;03.12.2022;08:45;0.8
2011;03.12.2022;08:57;0.9
2012;03.12.2022;09:09;0.8
2013;03.12.2022;09:21;1
2014;03.12.2022;09:33;0.9
2015;03.12.2022;09:45;1
2016;03.12.2022;09:57;1.1
2017;03.12.2022;10:09;1.1
2018;03.12.2022;10:21;1
2019;03.12.2022;10:33;1.2
2020;03.12.2022;10:45;1.1
2021;03.12.2022;10:57;1.3
2022;03.12.2022;11:09;1.3
2023;03.12.2022;11:21;1.2
2024;03.12.2022;11:33;1.4
2025;03.12.2022;11:45;1.3
2026;03.12.2022;11:57;1.2
2027;03.12.2022;12:09;1.1
2028;03.12.2022;12:21;1.1
2029;03.12.2022;12:33;1.2
2030;03.12.2022;12:45;1.3
2031;03.12.2022;12:57;1.3
2032;03.12.2022;13:09;1.4
2033;03.12.2022;13:21;1.5
2034;03.12.2022;13:33;1.5
2035;03.12.2022;13:45;1.4
2036;03.12.2022;13:57;1.3
2037;03.12.2022;14:09;1.4
2038;03.12.2022;14:21;1.5
2039;03.12.2022;14:33;1.6
2040;03.12.2022;14:45;1.5
2041;03.12.2022;14:57;1.5
2042;03.12.2022;15:09;1.6
2043;03.12.2022;15:21;1.5
2044;03.12.2022;15:33;1.4
2045;03.12.2022;15:45;1.3
2046;03.12.2022;15:57;1.4
2047;03.12.2022;16:09;1.3
2048;03.12.2022;16:21;1.2
2049;03.12.2022;16:33;1.3
2050;03.12.2022;16:45;1.2
2051;03.12.2022;16:57;1.1
2052;03.12.2022;17:09;1.1
2053;03.12.2022;17:21;1.2
2054;03.12.2022;17:33;1.1
2055;03.12.2022;17:45;1
2056;03.12.2022;17:57;1.1
2057;03.12.2022;18:09;1.2
2058;03.12.2022;18:21;0.9
2059;03.12.2022;18:33;1.1
2060;03.12.2022;18:45;1.2
2061;03.12.2022;18:57;1
2062;03.12.2022;19:09;1.2
2063;03.12.2022;19:21;1.3
2064;03.12.2022;19:33;1.3
2065;03.12.2022;19:45;1.1
2066;03.12.2022;19:57;0.9
2067;03.12.2022;20:09;1
2068;03.12.2022;20:21;1
2069;03.12.2022;20:33;0.9
2070;03.12.2022;20:45;1.1
2071;03.12.2022;20:57;1.2
2072;03.12.2022;21:09;1.1
2073;03.12.2022;21:21;1.3
2074;03.12.2022;21:33;1.4
2075;03.12.2022;21:45;1.3
2076;03.12.2022;21:57;1.2
2077;03.12.2022;22:09;1.2
2078;03.12.2022;22:21;1.1
2079;03.12.2022;22:33;1.3
2080;03.12.2022;22:45;1.2
2081;03.12.2022;22:57;1.4
2082;03.12.2022;23:09;1.3
2083;03.12.2022;23:21;1.3
2084;03.12.2022;23:33;1.2
2085;03.12.2022;23:45;1.1
2086;03.12.2022;23:57;0.9
2087;04.12.2022;00:09;0.9
2088;04.12.2022;00:21;0.9
2089;04.12.2022;00:33;1.1
2090;04.12.2022;00:45;1
2091;04.12.2022;00:57;1
2092;04.12.2022;01:09;1.2
2093;04.12.2022;01:21;1.1
2094;04.12.2022;01:33;1.1
2095;04.12.2022;01:45;1.2
2096;04.12.2022;01:57;1
2097;04.12.2022;02:09;0.9
2098;04.12.2022;02:21;1
2099;04.12.2022;02:33;1.1
2100;04.12.2022;02:45;1
2101;04.12.2022;02:57;0.9
2102;04.12.2022;03:09;1.1
2103;04.12.2022;03:21;1.1
2104;04.12.2022;03:33;1.3
2105;04.12.2022;03:45;1.4
2106;04.12.2022;03:57;1.3
2107;04.12.2022;04:09;1.3
2108;04.12.2022;04:21;1.4
2109;04.12.2022;04:33;1.3
2110;04.12.2022;04:45;1.3
2111;04.12.2022;04:57;1.2
2112;04.12.2022;05:09;1.3
2113;04.12.2022;05:21;1.3
2114;04.12.2022;05:33;1.4
2115;04.12.2022;05:45;1.3
2116;04.12.2022;05:57;1.3
2117;04.12.2022;06:09;1.4
2118;04.12.2022;06:21;1.4
2119;04.12.2022;06:33;1.3
2120;04.12.2022;06:45;1.2
2121;04.12.2022;06:57;1.2
2122;04.12.2022;07:09;1.1
2123;04.12.2022;07:21;1.1
2124;04.12.2022;07:33;1.2
2125;04.12.2022;07:45;1.3
2126;04.12.2022;07:57;1.2
2127;04.12.2022;08:09;1.2
2128;04.12.2022;08:21;1.1
2129;04.12.2022;08:33;1.1
2130;04.12.2022;08:45;1.3
2131;04.12.2022;08:57;1.2
2132;04.12.2022;09:09;1.4
2133;04.12.2022;09:21;1.4
2134;04.12.2022;09:33;1.3
2135;04.12.2022;09:45;1.3
2136;04.12.2022;09:57;1.4
2137;04.12.2022;10:09;1.5
2138;04.12.2022;10:21;1.5
2139;04.12.2022;10:33;1.4
2140;04.12.2022;10:45;1.4
2141;04.12.2022;10:57;1.5
2142;04.12.2022;11:09;1.4
2143;04.12.2022;11:21;1.3
2144;04.12.2022;11:33;1.4
2145;04.12.2022;11:45;1.4
2146;04.12.2022;11:57;1.5
2147;04.12.2022;12:09;1.6
2148;04.12.2022;12:21;1.5
2149;04.12.2022;12:33;1.5
2150;04.12.2022;12:45;1.6
2151;04.12.2022;12:57;1.4
2152;04.12.2022;13:09;1.4
2153;04.12.2022;13:21;1.3
2154;04.12.2022;13:33;1.4
2155;04.12.2022;13:45;1.2
2156;04.12.2022;13:57;1.2
2157;04.12.2022;14:09;1.3
2158;04.12.2022;14:21;1.1
2159;04.12.2022;14:33;1.2
2160;04.12.2022;14:45;1.2
2161;04.12.2022;14:57;1.1
2162;04.12.2022;15:09;0.9
2163;04.12.2022;15:21;1
2164;04.12.2022;15:33;1.2
2165;04.12.2022;15:45;1
2166;04.12.2022;15:57;0.8
2167;04.12.2022;16:09;0.8
2168;04.12.2022;16:21;0.9
2169;04.12.2022;16:33;0.7
2170;04.12.2022;16:45;0.6
2171;04.12.2022;16:57;0.8
2172;04.12.2022;17:09;0.7
2173;04.12.2022;17:21;0.5
2174;04.12.2022;17:33;0.5
2175;04.12.2022;17:45;0.7
2176;04.12.2022;17:57;0.8
2177;04.12.2022;18:09;1
2178;04.12.2022;18:21;0.9
2179;04.12.2022;18:33;1.1
2180;04.12.2022;18:45;1.2
2181;04.12.2022;18:57;1
2182;04.12.2022;19:09;1.2
2183;04.12.2022;19:21;1.1
2184;04.12.2022;19:33;1.1
2185;04.12.2022;19:45;1.1
2186;04.12.2022;19:57;0.9
2187;04.12.2022;20:09;1
2188;04.12.2022;20:21;1
2189;04.12.2022;20:33;0.9
2190;04.12.2022;20:45;1.1
2191;04.12.2022;20:57;1.2
2192;04.12.2022;21:09;1.1
2193;04.12.2022;21:21;1.3
2194;04.12.2022;21:33;1.4
2195;04.12.2022;21:45;1.3
2196;04.12.2022;21:57;1.2
2197;04.12.2022;22:09;1.2
2198;04.12.2022;22:21;1.1
2199;04.12.2022;22:33;1.3
2200;04.12.2022;22:45;1.2
2201;04.12.2022;22:57;1.4
2202;04.12.2022;23:09;1.3
2203;04.12.2022;23:21;1.3
2204;04.12.2022;23:33;1.2
2205;04.12.2022;23:45;1.1
2206;04.12.2022;23:57;0.9
2207;05.12.2022;00:09;0.9
2208;05.12.2022;00:21;0.9
2209;05.12.2022;00:33;1.1
2210;05.12.2022;00:45;1
2211;05.12.2022;00:57;1
2212;05.12.2022;01:09;1.2
2213;05.12.2022;01:21;1.1
2214;05.12.2022;01:33;1.1
2215;05.12.2022;01:45;1.2
2216;05.12.2022;01:57;1
2217;05.12.2022;02:09;0.9
2218;05.12.2022;02:21;1
2219;05.12.2022;02:33;1.1
2220;05.12.2022;02:45;1
2221;05.12.2022;02:57;0.9
2222;05.12.2022;03:09;1.1
2223;05.12.2022;03:21;1.1
2224;05.12.2022;03:33;1.3
2225;05.12.2022;03:45;1.4
2226;05.12.2022;03:57;1.3
2227;05.12.2022;04:09;1.3
2228;05.12.2022;04:21;1.5
2229;05.12.2022;04:33;1.6
2230;05.12.2022;04:45;1.5
2231;05.12.2022;04:57;1.5
2232;05.12.2022;05:09;1.4
2233;05.12.2022;05:21;1.3
2234;05.12.2022;05:33;1.4
2235;05.12.2022;05:45;1.5
2236;05.12.2022;05:57;1.6
2237;05.12.2022;06:09;1.4
2238;05.12.2022;06:21;1.4
2239;05.12.2022;06:33;1.3
2240;05.12.2022;06:45;1.1
2241;05.12.2022;06:57;1.2
2242;05.12.2022;07:09;0.9
2243;05.12.2022;07:21;1.1
2244;05.12.2022;07:33;1.2
2245;05.12.2022;07:45;1.3
2246;05.12.2022;07:57;1.2
2247;05.12.2022;08:09;1.2
2248;05.12.2022;08:21;1.1
2249;05.12.2022;08:33;1.1
2250;05.12.2022;08:45;1.3
2251;05.12.2022;08:57;1.2
2252;05.12.2022;09:09;1.4
2253;05.12.2022;09:21;1.4
2254;05.12.2022;09:33;1.5
2255;05.12.2022;09:45;1.6
2256;05.12.2022;09:57;1.4
2257;05.12.2022;10:09;1.6
2258;05.12.2022;10:21;1.7
2259;05.12.2022;10:33;1.6
2260;05.12.2022;10:45;1.8
2261;05.12.2022;10:57;1.7
2262;05.12.2022;11:09;1.8
2263;05.12.2022;11:21;1.8
2264;05.12.2022;11:33;1.6
2265;05.12.2022;11:45;1.7
2266;05.12.2022;11:57;1.8
2267;05.12.2022;12:09;1.6
2268;05.12.2022;12:21;1.5
2269;05.12.2022;12:33;1.5
2270;05.12.2022;12:45;1.6
2271;05.12.2022;12:57;1.4
2272;05.12.2022;13:09;1.4
2273;05.12.2022;13:21;1.3
2274;05.12.2022;13:33;1.4
2275;05.12.2022;13:45;1.2
2276;05.12.2022;13:57;1.2
2277;05.12.2022;14:09;1.3
2278;05.12.2022;14:21;1.1
2279;05.12.2022;14:33;1.2
2280;05.12.2022;14:45;1.2
2281;05.12.2022;14:57;1.1
2282;05.12.2022;15:09;0.9
2283;05.12.2022;15:21;1
2284;05.12.2022;15:33;1.2
2285;05.12.2022;15:45;1
2286;05.12.2022;15:57;0.8
2287;05.12.2022;16:09;0.8
2288;05.12.2022;16:21;0.9
2289;05.12.2022;16:33;0.7
2290;05.12.2022;16:45;0.6
2291;05.12.2022;16:57;0.8
2292;05.12.2022;17:09;0.7
2293;05.12.2022;17:21;0.5
2294;05.12.2022;17:33;0.5
2295;05.12.2022;17:45;0.7
2296;05.12.2022;17:57;0.8
2297;05.12.2022;18:09;1
2298;05.12.2022;18:21;0.9
2299;05.12.2022;18:33;0.8
2300;05.12.2022;18:45;0.7
2301;05.12.2022;18:57;0.8
2302;05.12.2022;19:09;0.6
2303;05.12.2022;19:21;0.6
2304;05.12.2022;19:33;0.5
2305;05.12.2022;19:45;0.6
2306;05.12.2022;19:57;0.8
2307;05.12.2022;20:09;0.7
2308;05.12.2022;20:21;0.7
2309;05.12.2022;20:33;0.6
2310;05.12.2022;20:45;0.5
2311;05.12.2022;20:57;0.4
2312;05.12.2022;21:09;0.6
2313;05.12.2022;21:21;0.5
2314;05.12.2022;21:33;0.7
2315;05.12.2022;21:45;0.8
2316;05.12.2022;21:57;0.7
2317;05.12.2022;22:09;0.8
2318;05.12.2022;22:21;0.9
2319;05.12.2022;22:33;1
2320;05.12.2022;22:45;1
2321;05.12.2022;22:57;0.9
2322;05.12.2022;23:09;1.1
2323;05.12.2022;23:21;1.2
2324;05.12.2022;23:33;1.1
2325;05.12.2022;23:45;1.3
2326;05.12.2022;23:57;1.3
2327;06.12.2022;00:09;1.4
2328;06.12.2022;00:21;1.2
2329;06.12.2022;00:33;1.3
2330;06.12.2022;00:45;1.3
2331;06.12.2022;00:57;1.3
2332;06.12.2022;01:09;1.1
2333;06.12.2022;01:21;1.5
2334;06.12.2022;01:33;1.3
2335;06.12.2022;01:45;1
2336;06.12.2022;01:57;1.4
2337;06.12.2022;02:09;1.1
2338;06.12.2022;02:21;1.3
2339;06.12.2022;02:33;1.3
2340;06.12.2022;02:45;1.1
2341;06.12.2022;02:57;1.4
2342;06.12.2022;03:09;1.1
2343;06.12.2022;03:21;1.3
2344;06.12.2022;03:33;0.9
2345;06.12.2022;03:45;1.2
2346;06.12.2022;03:57;0.9
2347;06.12.2022;04:09;1.4
2348;06.12.2022;04:21;1.1
2349;06.12.2022;04:33;1.4
2350;06.12.2022;04:45;1.4
2351;06.12.2022;04:57;1
2352;06.12.2022;05:09;1.3
2353;06.12.2022;05:21;1.2
2354;06.12.2022;05:33;1.1
2355;06.12.2022;05:45;1.2
2356;06.12.2022;05:57;1.3
2357;06.12.2022;06:09;1.2
2358;06.12.2022;06:21;1.2
2359;06.12.2022;06:33;1.2
2360;06.12.2022;06:45;1.3
2361;06.12.2022;06:57;1.5
2362;06.12.2022;07:09;1.2
2363;06.12.2022;07:21;1.2
2364;06.12.2022;07:33;1.4
2365;06.12.2022;07:45;1.1
2366;06.12.2022;07:57;1.4
2367;06.12.2022;08:09;1.4
2368;06.12.2022;08:21;1
2369;06.12.2022;08:33;1.3
2370;06.12.2022;08:45;0.9
2371;06.12.2022;08:57;1.4
2372;06.12.2022;09:09;1.3
2373;06.12.2022;09:21;1.3
2374;06.12.2022;09:33;1.5
2375;06.12.2022;09:45;1.4
2376;06.12.2022;09:57;1
2377;06.12.2022;10:09;0.9
2378;06.12.2022;10:21;1
2379;06.12.2022;10:33;1.3
2380;06.12.2022;10:45;1.4
2381;06.12.2022;10:57;1.1
2382;06.12.2022;11:09;1.2
2383;06.12.2022;11:21;1.4
2384;06.12.2022;11:33;1
2385;06.12.2022;11:45;1.3
2386;06.12.2022;11:57;1.2
2387;06.12.2022;12:09;1.2
2388;06.12.2022;12:21;1.4
2389;06.12.2022;12:33;1.4
2390;06.12.2022;12:45;1.1
2391;06.12.2022;12:57;1.4
2392;06.12.2022;13:09;1.3
2393;06.12.2022;13:21;1.5
2394;06.12.2022;13:33;1.4
2395;06.12.2022;13:45;1.5
2396;06.12.2022;13:57;1.1
2397;06.12.2022;14:09;1.1
2398;06.12.2022;14:21;1.1
2399;06.12.2022;14:33;1.2
2400;06.12.2022;14:45;1.2
2401;06.12.2022;14:57;1.5
2402;06.12.2022;15:09;1.1
2403;06.12.2022;15:21;1.3
2404;06.12.2022;15:33;1.5
2405;06.12.2022;15:45;1.4
2406;06.12.2022;15:57;1.3
2407;06.12.2022;16:09;1.2
2408;06.12.2022;16:21;1.4
2409;06.12.2022;16:33;1.3
2410;06.12.2022;16:45;1
2411;06.12.2022;16:57;1.4
2412;06.12.2022;17:09;1.1
2413;06.12.2022;17:21;1.4
2414;06.12.2022;17:33;1.1
2415;06.12.2022;17:45;1
2416;06.12.2022;17:57;1.4
2417;06.12.2022;18:09;1.1
2418;06.12.2022;18:21;1
2419;06.12.2022;18:33;1.3
